word,allcount,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,,全ての章で使っているか
pursue,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
simulates,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
swallow,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
offered,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
interfere,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
outlet,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
press,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
viii,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
collects,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
concentrates,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
encamp,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
intersect,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
linger,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
dangerously,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
isolated,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
followed,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
towns,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
besieged,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
contested,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
understands,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
accompany,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
configuration,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
student,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
unversed,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
varying,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
blended,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
expectation,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
tempered,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
accomplishing,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
schemes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
ready,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
seize,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
extricate,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
reduce,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
chiefs,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
engaged,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
specious,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
allurements,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
teaches,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
rely,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
receive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
chance,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
unassailable,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
affect,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
recklessness,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
cowardice,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
hasty,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
provoked,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
insults,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
delicacy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
honor,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
sensitive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
shame,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
over-solicitude,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
exposes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
worry,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
besetting,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
sins,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
ruinous,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
conduct,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
overthrown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
meditation,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,FALSE
ix,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
observing,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
climb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
crosses,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
onward,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
mid-stream,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
invader,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
cross,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
moor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
craft,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
up-stream,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
salt-marshes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
sole,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
concern,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
salt-marsh,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
clump,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
salt-marches,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
easily,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
campaigning,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
flat,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
useful,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
enabled,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
emperor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
vanquish,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
disease,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
spell,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
hill,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
bank,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
consequence,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
rains,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
up-country,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
ford,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
swollen,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
flecked,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
foam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
subsides,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
cliffs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
torrents,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
hollows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
confined,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
tangled,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
thickets,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
quagmires,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
crevasses,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
speed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
approached,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
hilly,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
ponds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
aquatic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
hollow,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
basins,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
filled,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
reeds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
woods,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
undergrowth,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
searched,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
ambush,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
insidious,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
lurking,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
relying,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
aloof,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
access,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
tendering,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
screens,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
wants,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
suspicious,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
ambuscade,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
startled,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
beasts,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
sudden,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
spread,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
wide,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
area,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
infantry,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
parties,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
collect,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
firewood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
clouds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
fro,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
humble,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
words,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
increased,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
violent,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
language,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
wings,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
proposals,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
unaccompanied,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
sworn,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
covenant,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
plot,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
retreating,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
lure,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
leaning,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
faint,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
want,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
drinking,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
suffering,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
thirst,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
sees,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
effort,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
unoccupied,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
clamor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
nervousness,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
disturbance,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
shifted,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
sedition,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
afoot,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
weary,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
feeds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
kills,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
cattle,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
hang,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
camp-fires,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
showing,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
tents,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
determined,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
whispering,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
knots,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
speaking,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
subdued,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
tones,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
disaffection,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
file,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
frequent,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
betray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
bluster,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
fright,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
lack,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
envoys,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
compliments,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
mouths,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
wishes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
truce,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
angrily,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
demands,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
vigilance,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
circumspection,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
amply,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
sufficient,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
exercises,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
forethought,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
punished,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
grown,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
prove,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
practically,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
humanity,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
iron,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
training,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
habitually,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
well-disciplined,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
insists,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
mutual,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,FALSE
x,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
distinguish,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
wit,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
freely,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
traversed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
guard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
line,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
abandoned,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
re-occupy,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
sally,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
disaster,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
attractive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
advisable,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
stir,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
strongly,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
advent,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
weakly,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
occupied,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
situated,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
exposed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
calamities,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
arising,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
hurled,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
another,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
size,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
former,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
insubordinate,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
meeting,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
feeling,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
resentment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
clear,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
distinct,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
fixes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
duties,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
assigned,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
formed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
slovenly,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
haphazard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
manner,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
utter,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
allows,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
hurls,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
neglects,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
courting,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
noted,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
formation,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
estimating,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
controlling,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
shrewdly,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
calculating,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
dangers,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
constitutes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
test,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
practices,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
forbid,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
bidding,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
advances,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
coveting,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
fame,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
retreats,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
fearing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
disgrace,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
thought,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
jewel,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
deepest,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
look,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
beloved,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
sons,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
indulgent,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
felt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
kind-hearted,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
enforce,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
incapable,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
moreover,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
quelling,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
spoilt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
impracticable,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
experienced,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
motion,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
bewildered,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
doubt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,FALSE
xi,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
recognizes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
chieftain,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
possession,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
imports,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
liberty,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
forms,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
key,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
contiguous,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
occupies,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
heart,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
leaving,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
fortified,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
rugged,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
steeps,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
fens,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
traverse,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
gorges,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
tortuous,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
paths,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
suffice,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
hemmed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
saved,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
halt,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
steadily,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
knew,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
drive,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
wedge,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
co-operation,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
hinder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
rescuing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
rallying,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
otherwise,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
stopped,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
cope,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
orderly,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
amenable,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
essence,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
unreadiness,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
unexpected,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
unguarded,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
observed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
further,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
solidarity,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
defenders,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
prevail,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
forays,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
fertile,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
well-being,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
overtax,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
hoard,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
continually,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
devise,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
unfathomable,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
whence,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
escape,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
alike,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
uttermost,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
sense,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
firm,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
stubborn,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
marshaled,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
qui,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
vive,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
restrictions,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
faithful,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
giving,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
trusted,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
prohibit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
omens,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
superstitious,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
doubts,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
calamity,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
feared,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,FALSE
